layer,cluster,name,n,cosine,rank_in_layer
0,209,Environmental Social Sciences Research Training,26,0.8965446352958679,0.16246498599439776
0,92,Clinical Neurosciences Clerkships,27,0.8970170021057129,0.16526610644257703
0,239,Quantitative Cell Dynamics And Signaling Networks,24,0.8970746397972107,0.16806722689075632
0,39,Academic Writing And Thesis Support,10,0.8971655964851379,0.17086834733893558
0,294,Youth Education Law Advocacy,11,0.8973596096038818,0.17366946778711484
0,254,Urban Studies And Inequality,12,0.8976709842681885,0.17647058823529413
0,169,"Evolutionary Biology, Biodiversity, and Paleobiology",34,0.8984785079956055,0.1792717086834734
0,155,Studio Sequence Craft And Architectural Drawing,10,0.8987732529640198,0.18207282913165265
0,173,Internet Speech Governance And Content Moderation,37,0.8993911743164062,0.18487394957983194
0,276,PWR Rhetorics Of Witness And Identity,11,0.8994555473327637,0.1876750700280112
0,117,Water and Wastewater Treatment Engineering,12,0.8994659185409546,0.19047619047619047
0,78,Education Data Science and Statistics,23,0.9006279110908508,0.19327731092436976
0,245,Medical Narrative Writing Workshops,18,0.9012651443481445,0.19607843137254902
0,348,Modern British Imperial Historical Memory,21,0.9013744592666626,0.19887955182072828
0,150,Community-Partnered Data Science Capstone Teams,13,0.9017478823661804,0.20168067226890757
0,16,Multiyear Russian Ukrainian Romanian Proficiency,38,0.9022469520568848,0.20448179271708683
0,241,Global Environmental Change and Society,41,0.9025418758392334,0.20728291316526612
0,100,ACE Supplemental Engineering Calculus Sections,13,0.9026921987533569,0.21008403361344538
0,356,Early Modern Through Nineteenth-Century Prose Fiction,28,0.9029094576835632,0.21288515406162464
0,60,Marine Organismal Physiology and Conservation,22,0.9038890600204468,0.21568627450980393
0,172,Biodesign Health Technology Innovation,16,0.9042245149612427,0.2184873949579832
0,277,History of Early Modern Science,12,0.9044408798217773,0.22128851540616246
0,210,Natural Language Processing,11,0.9044543504714966,0.22408963585434175
0,301,Continental Philosophy And Literature,11,0.9063732028007507,0.226890756302521
0,189,Learning Sciences And Technology Design,31,0.9064164161682129,0.22969187675070027
0,217,Structural Racism And Health Disparities,10,0.9073432087898254,0.23249299719887956
0,15,"Filipino, Hawaiian, Samoan, Haitian Creole",19,0.9075192809104919,0.23529411764705882
0,0,Frosh 101 Residence Seminars,22,0.9081580638885498,0.23809523809523808
0,29,Sustainable Food Systems And Agroecology,41,0.908353328704834,0.24089635854341737
0,324,International Business Law And Arbitration,31,0.9092269539833069,0.24369747899159663
0,84,Academic Career And Graduate Success,27,0.9092578887939453,0.24649859943977592
0,316,Science Fiction and Speculative Futures,16,0.9093787670135498,0.24929971988795518
0,59,Shipboard Oceanography and Estuarine Biogeochemistry,35,0.9094219207763672,0.25210084033613445
0,75,AI Strategy For Business,25,0.9095182418823242,0.2549019607843137
0,196,Human-Centered AI Interaction Design,34,0.9096074104309082,0.25770308123249297
0,191,Drug Development and Digital Health,10,0.9096090793609619,0.2605042016806723
0,340,"Race, Indigeneity, Colonialism In Americas",26,0.9098888039588928,0.26330532212885155
0,146,"Quantum Theory, Spectroscopy, Bonding In Solids",20,0.9099781513214111,0.2661064425770308
0,86,Diagnostic Radiology And Radiation Oncology,21,0.91013503074646,0.2689075630252101
0,167,History of Epidemics and Society,10,0.9102663993835449,0.27170868347338933
0,341,European And Middle Eastern Literature,31,0.9106292724609375,0.27450980392156865
0,182,Independent Biology Research and Mentorship,48,0.9111663103103638,0.2773109243697479
0,106,Clinical Neuroscience Of Stress Sleep Psychopathology,12,0.9114896059036255,0.2801120448179272
0,205,Computational Genomics And Molecular Biology,15,0.9117885828018188,0.28291316526610644
0,219,Sociology Research Training Seminars,19,0.9119762182235718,0.2857142857142857
0,343,Black Diaspora And Indigenous Studies Foundations,16,0.9123361110687256,0.28851540616246496
0,46,Auditioned Choral Orchestral And Wind Ensembles,35,0.9129612445831299,0.2913165266106443
0,83,Higher Education Diversity Admissions Debates,19,0.9140075445175171,0.29411764705882354
0,47,Audition-Based Instrument Class And Lesson Signups,30,0.9140510559082031,0.2969187675070028
0,175,Statistical Theory and Applied Inference,51,0.9143081307411194,0.29971988795518206
0,211,Sustainable Energy Transitions And Equity,13,0.9143915176391602,0.3025210084033613
0,52,Multitrack Spanish For Heritage Learners,31,0.9144941568374634,0.30532212885154064
0,144,Health Care Management And Innovation,14,0.9150032997131348,0.3081232492997199
0,305,Global Food History And Culture,10,0.915436327457428,0.31092436974789917
0,304,Early Modern European Global History,11,0.9155197143554688,0.3137254901960784
0,236,East Asian Art and Nature,27,0.9155727624893188,0.3165266106442577
0,332,"Negotiation, Mediation And Dispute Resolution",12,0.9155797958374023,0.31932773109243695
0,350,"Social Movements, Migration, Racial Politics",12,0.9156935214996338,0.32212885154061627
0,314,National Security Technology Innovation,15,0.9159573316574097,0.32492997198879553
0,185,"Environmental, Climate and Natural Resources Law",29,0.9167054295539856,0.3277310924369748
0,203,Convex And Combinatorial Optimization Algorithms,13,0.9167232513427734,0.33053221288515405
0,161,Human-Centered Design Studio Curriculum,53,0.9171065092086792,0.3333333333333333
0,3,Intellectual Property Law,43,0.9172104597091675,0.33613445378151263
0,145,Urology and Nephrology Clinical Clerkships,10,0.9175245761871338,0.3389355742296919
0,105,Synaptic Physiology And Neural Circuit Foundations,27,0.9175355434417725,0.34173669467787116
0,251,Business Strategy And Operations Management,34,0.9179713726043701,0.3445378151260504
0,128,"Scientific Realism, Grounding, Physicalist Metaphysics",34,0.9179767370223999,0.3473389355742297
0,139,Plasma Physics And High-Temperature Gas Diagnostics,13,0.9180693626403809,0.35014005602240894
0,221,Media Psychology And Communication Research,35,0.9185042381286621,0.35294117647058826
0,23,Multilevel Portuguese For Lusophone Contexts,11,0.918958306312561,0.3557422969187675
0,322,Transactional Lawyering Drafting And Clinics,11,0.9190804362297058,0.3585434173669468
0,253,Technology Entrepreneurship And Venture Creation,85,0.919172465801239,0.36134453781512604
0,119,"Social Theory, Equity, Schooling Institutions",22,0.9195102453231812,0.3641456582633053
0,312,Ethnographic Methods And Anthropology Degree Training,32,0.9195805191993713,0.36694677871148457
0,353,"Soviet Socialism, Terror, Industrial Utopia",11,0.9201492071151733,0.3697478991596639
0,238,Biomolecular Chemistry And Structural Characterization Methods,30,0.9202296733856201,0.37254901960784315
0,178,Bioengineering Biomaterials And Tissue Engineering,23,0.9203013181686401,0.3753501400560224
0,335,"Supreme Court Practice, Moot Court Competition",17,0.9203456044197083,0.37815126050420167
0,347,African Slavery Colonialism Global History,41,0.9204316735267639,0.38095238095238093
0,184,Obstetrics And Gynecology Clinical Clerkships,10,0.9204764366149902,0.38375350140056025
0,233,Molecular Bioengineering And Protein Design,14,0.9206329584121704,0.3865546218487395
0,275,Hispanic Modernisms Across Visual Media,10,0.9206367135047913,0.38935574229691877
0,8,Italian Proficiency And Florence Preparation,21,0.9209369421005249,0.39215686274509803
0,255,Urban Planning And Sustainable Cities,34,0.920994222164154,0.3949579831932773
0,327,"Founding, Reconstruction And Constitutional Change Over Time",13,0.9212798476219177,0.39775910364145656
0,148,Quantum Computing And Information,12,0.9219123125076294,0.4005602240896359
0,197,AI Ethics and Society,26,0.9219660758972168,0.40336134453781514
0,232,Corporate Law and Governance,34,0.922336220741272,0.4061624649859944
0,163,"Structural Geology, Tectonics, Geophysics",35,0.9223499298095703,0.40896358543417366
0,286,Global Economic History,22,0.9224579334259033,0.4117647058823529
0,91,"Blockchain, Cryptocurrency, and DeFi",15,0.9226080179214478,0.41456582633053224
0,220,Sustainability Leadership And Systems Transformation,27,0.9227637052536011,0.4173669467787115
0,38,English for Non-Native Speakers,13,0.9227747321128845,0.42016806722689076
0,20,Voice Class and Vocal Pedagogy,27,0.923145055770874,0.42296918767507
0,224,Inpatient Medicine And Pediatrics Clerkships,39,0.9232287406921387,0.4257703081232493
0,142,Construction Engineering And Project Management,15,0.9234843254089355,0.42857142857142855
0,138,Undergraduate Physics Research And Laboratory,17,0.9236196279525757,0.43137254901960786
0,309,Criminal Law And Procedure,46,0.924115777015686,0.4341736694677871
0,33,Putonghua And Southern Min Foundational Skills,24,0.9242360591888428,0.4369747899159664
0,181,Psychology Curriculum and Research Methods,11,0.9243167638778687,0.43977591036414565
0,170,Biostatistics for Clinical Research,24,0.9243210554122925,0.4425770308123249
0,258,Fashion Cultures and Apocalyptic Futures,12,0.9243792295455933,0.44537815126050423
0,122,Computational and Cognitive Neuroscience Methods,36,0.9244921803474426,0.4481792717086835
0,123,Cancer Biology,20,0.9246622323989868,0.45098039215686275
0,187,Indigenous Environmental Knowledge And Sovereignty,10,0.9247970581054688,0.453781512605042
0,285,Political Economy of China,31,0.9250504970550537,0.4565826330532213
0,284,History of Political Thought,31,0.9253021478652954,0.45938375350140054
0,299,Asylum Borders And Crimmigration Enforcement Law,33,0.9254432916641235,0.46218487394957986
0,121,Cognitive Science of Memory,14,0.9257414937019348,0.4649859943977591
0,76,Social Science Research Methods,34,0.9258884787559509,0.4677871148459384
0,298,Greco-Roman And Ancient Near Eastern Empires,12,0.9261118173599243,0.47058823529411764
0,51,Spanish Service-Learning and Madrid Study Abroad,16,0.9261390566825867,0.4733893557422969
0,186,"Microbiology, Microbial Genomics And Microbiomes",30,0.9261692762374878,0.47619047619047616
0,40,"Sociolinguistics, Phonetics, And Interaction",62,0.9264618754386902,0.4789915966386555
0,132,"Child Development, Risk, Resilience",11,0.9265920519828796,0.48179271708683474
0,125,Coastal Physical Oceanography And Environmental Fluid Mechanics,19,0.9268246293067932,0.484593837535014
0,94,Graduate Topology And Differential Geometry,25,0.9269402623176575,0.48739495798319327
0,293,Renaissance Florence Art And Architecture,34,0.9270327091217041,0.49019607843137253
0,154,Biomedical Data Science Graduate Training,19,0.9270880818367004,0.49299719887955185
0,7,Francophone French Proficiency And Composition,26,0.9271327257156372,0.4957983193277311
0,326,Comparative Global Urban History Methods,17,0.9282705783843994,0.49859943977591037
0,349,United States History Surveys,35,0.9285361170768738,0.5014005602240896
0,110,Ancient and Comparative Philosophy,13,0.9286333322525024,0.5042016806722689
0,19,Korean Interpersonal Interpretive Presentational Proficiency Courses,24,0.929163932800293,0.5070028011204482
0,222,Housing Policy And Urban Law,13,0.9293399453163147,0.5098039215686274
0,24,Chinese Language Proficiency Sequences,35,0.9298681616783142,0.5126050420168067
0,319,Ethnic Studies Research Praxis Workshops,13,0.9300094842910767,0.5154061624649859
0,214,Cognitive Science and AI,17,0.9300801753997803,0.5182072829131653
0,344,American And Latin American Studies,21,0.9301355481147766,0.5210084033613446
0,283,European Union Politics,10,0.930453896522522,0.5238095238095238
0,281,Political Science Methodology and Research,37,0.930892288684845,0.5266106442577031
0,250,Corporate Finance And Financial Statement Analysis,54,0.9309254884719849,0.5294117647058824
0,113,Fluid Mechanics And Heat Transfer,19,0.9309678077697754,0.5322128851540616
0,176,Health Policy And Economics,35,0.9310181140899658,0.5350140056022409
0,67,Jazz World And Vocal Ensembles,15,0.9310699701309204,0.5378151260504201
0,74,Departmental Honors Thesis Capstone Tutorials,16,0.9311431646347046,0.5406162464985994
0,199,Stem Cell Biology Regenerative Medicine,10,0.9312871098518372,0.5434173669467787
0,57,Physical Education Swimming and Horsemanship,13,0.9315575361251831,0.5462184873949579
0,151,Reproducible Research Computing And Data Tooling,25,0.9315798878669739,0.5490196078431373
0,308,"Crime, Punishment, Policing, Mass Incarceration",13,0.9316127300262451,0.5518207282913166
0,61,Faculty-Supervised Doctoral Dissertation Research,54,0.9316844344139099,0.5546218487394958
0,5,Multilevel Cantonese Conversation And Cantopop Culture,19,0.931831955909729,0.5574229691876751
0,168,Mathematical Population Biology And Evolution,18,0.931948184967041,0.5602240896358543
0,63,Sport Skill Instruction And Competitive Athletics,20,0.9322012662887573,0.5630252100840336
0,291,Medieval Studies Sources And Methods,27,0.9322584867477417,0.5658263305322129
0,296,Modern East Asian History,29,0.9323917627334595,0.5686274509803921
0,183,"Christian Theology, Scripture, Political Theology",30,0.9325052499771118,0.5714285714285714
0,334,Lawyer Regulation And Litigation Practice Norms,24,0.9326422810554504,0.5742296918767507
0,198,Medical Humanities and Healing Arts,16,0.9330631494522095,0.5770308123249299
0,73,Faculty-Supervised Independent Study Courses,30,0.9330793619155884,0.5798319327731093
0,352,"Imperial Russia, Ukraine, Modern Europe",10,0.9333874583244324,0.5826330532212886
0,192,Community-Engaged Research And Public Service,18,0.9338717460632324,0.5854341736694678
0,6,German Proficiency Sequences And Berlin Study,23,0.9339275360107422,0.5882352941176471
0,307,Russian And Slavic Literature,27,0.9340329170227051,0.5910364145658263
0,240,Environmental Anthropology And Justice,12,0.9343061447143555,0.5938375350140056
0,346,Historical Methods and Research Practice,18,0.9343317747116089,0.5966386554621849
0,58,Outdoor Adventure Skills And Safety,18,0.9343809485435486,0.5994397759103641
0,226,Applied Leadership Practice And Self-Development,51,0.9344874620437622,0.6022408963585434
0,135,Faculty-Supervised Engineering Research And Thesis,45,0.9346996545791626,0.6050420168067226
0,107,Materials Science Curriculum And Mentorship,10,0.9348269701004028,0.6078431372549019
0,141,Integrated Sustainable Building Design Studios,26,0.934914231300354,0.6106442577030813
0,124,Atmospheric And Climate Dynamics,17,0.9350540637969971,0.6134453781512605
0,120,Education Policy And Comparative Research,23,0.935093879699707,0.6162464985994398
0,252,Entrepreneurial Marketing And Go-To-Market Strategy,27,0.9351041316986084,0.6190476190476191
0,134,Mechanical Design And Product Realization,41,0.935523509979248,0.6218487394957983
0,162,Planetary Geophysics And Remote Sensing,21,0.935565710067749,0.6246498599439776
0,96,Numerical Methods and Scientific Computing,21,0.9363940954208374,0.6274509803921569
0,351,"Race, Immigration, And Asian American Studies",45,0.9365586042404175,0.6302521008403361
0,156,Modern Architecture Histories Theory And Placemaking,15,0.9367960095405579,0.6330532212885154
0,229,Environmental Storytelling And Media Communication,20,0.9369126558303833,0.6358543417366946
0,2,Intermediate Photography Practice And Theory,35,0.936965823173523,0.6386554621848739
0,12,Modern Persian Language Instruction,12,0.9370958209037781,0.6414565826330533
0,25,Linguistics Research Training Seminars,13,0.9371451735496521,0.6442577030812325
0,103,Mathematics Department Independent Study Requirements,17,0.9371467232704163,0.6470588235294118
0,109,Teacher Preparation Seminars And Practicum,20,0.9373040199279785,0.6498599439775911
0,246,World Cinema Studies,80,0.9373692870140076,0.6526610644257703
0,208,"Computer Systems, Networks, Parallel Architecture",48,0.9374107718467712,0.6554621848739496
0,303,"Medieval Vernacular Romance, Epic, and Dante",26,0.9374269247055054,0.6582633053221288
0,85,Economics And Finance Of Education,12,0.9374387264251709,0.6610644257703081
0,310,Indo-Pacific Great Power Rivalry And Strategy,20,0.9374736547470093,0.6638655462184874
0,302,Warfare Society And Asia-Pacific Historical Transformation,11,0.9375348091125488,0.6666666666666666
0,79,Disability Studies In Education,11,0.9379464387893677,0.6694677871148459
0,188,Physician Assistant Studies Clinical Clerkships,18,0.938015341758728,0.6722689075630253
0,66,Theater History Dramaturgy And Playwriting,11,0.9383976459503174,0.6750700280112045
0,204,"Algorithm Design, Data Structures, Information Theory",13,0.9384846687316895,0.6778711484593838
0,166,Emerging Viral Diseases And Biosecurity,14,0.9384902715682983,0.680672268907563
0,317,"Democratic Erosion, Polarization, Representation",39,0.9386395215988159,0.6834733893557423
0,260,Writing And Rhetoric Of Digital Culture,25,0.9390746355056763,0.6862745098039216
0,244,Science Communication Writing Courses,19,0.9392894506454468,0.6890756302521008
0,264,Modern Greek Language Sequence,11,0.9395604729652405,0.6918767507002801
0,115,Clinical Psychiatry Clerkships And Electives,17,0.939612090587616,0.6946778711484594
0,72,Mathematical Logic and Philosophy,16,0.9396305084228516,0.6974789915966386
0,126,Earth Systems Capstone And Research,15,0.93986976146698,0.7002801120448179
0,329,Legal History Across National Traditions,20,0.9401302337646484,0.7030812324929971
0,342,Literary Translation And Middle Eastern Literature,10,0.9402021169662476,0.7058823529411765
0,234,Public Economics And Fiscal Policy,25,0.9404157400131226,0.7086834733893558
0,237,Frontline Environmental Justice Community Praxis,10,0.9406490325927734,0.711484593837535
0,10,Graduate East Asian Humanities Training,13,0.9407047629356384,0.7142857142857143
0,112,Aeronautics And Astronautics Engineering,52,0.9407486915588379,0.7170868347338936
0,118,Electrical Engineering Independent Study Requirements,38,0.9411393404006958,0.7198879551820728
0,140,"Bioethics, Genetics And Neurolaw",29,0.9413076043128967,0.7226890756302521
0,202,Environmental and Climate Economics Policy,20,0.9413371086120605,0.7254901960784313
0,194,Theories of Religion and Religious Studies,69,0.9414981603622437,0.7282913165266106
0,56,Faculty-Sponsored Undergraduate Directed Research Credit,14,0.9417225122451782,0.7310924369747899
0,164,Statistical Mechanics And Disordered Systems,14,0.9419392347335815,0.7338935574229691
0,90,"Turbulence, Flow Instability, Advanced Fluid Mechanics",10,0.942004919052124,0.7366946778711485
0,207,Social Entrepreneurship And Strategic Philanthropy,25,0.942049503326416,0.7394957983193278
0,331,Cross-Genre Creative Nonfiction Workshops,18,0.942335844039917,0.742296918767507
0,177,Statistical Machine Learning Methods,18,0.9426720142364502,0.7450980392156863
0,313,Federal Courts And Structural Constitutional Law,15,0.9429423213005066,0.7478991596638656
0,345,American Modernist Fiction Race Gender,21,0.9432867169380188,0.7507002801120448
0,165,"Materials Structure, Characterization, and Thermodynamics",18,0.9433062672615051,0.7535014005602241
0,70,Comedy Theory and Satirical Resistance,11,0.9434325695037842,0.7563025210084033
0,243,Graduate Economic Theory And Finance,90,0.9434897303581238,0.7591036414565826
0,180,Social and Cultural Psychology Interventions,25,0.9435125589370728,0.7619047619047619
0,116,Hydrology And Environmental Fluid Mechanics,14,0.9438266158103943,0.7647058823529411
0,18,Multiyear Japanese Language Culture Communication Sequence,58,0.943842887878418,0.7675070028011205
0,259,Experimental Animation And Moving-Image Arts,17,0.9439691305160522,0.7703081232492998
0,36,Yiddish and Hebrew Language Study,19,0.9441972374916077,0.773109243697479
0,82,ROTC Military Leadership Training,16,0.9443427324295044,0.7759103641456583
0,289,Ancient Mediterranean Art And Reception,11,0.9444568157196045,0.7787114845938375
0,50,"Ethnomusicology, Popular Music And Society",54,0.944526731967926,0.7815126050420168
0,160,"Analog, RF, and Digital Circuits",36,0.9447184801101685,0.7843137254901961
0,274,Latin American Narrative And Poetry Canon,21,0.9447894096374512,0.7871148459383753
0,64,Health Related Fitness Training And Injury Prevention,37,0.9449478983879089,0.7899159663865546
0,257,Media Theory And Cultural Studies,34,0.945080041885376,0.7927170868347339
0,337,Jurisprudential Schools And Critical Legal Movements,19,0.9450824856758118,0.7955182072829131
0,32,Public Speaking and Presentation Skills,13,0.9451577663421631,0.7983193277310925
0,41,Syntactic Theory and Lexical Semantics,24,0.945221483707428,0.8011204481792717
0,174,Stochastic Processes And Applied Probability,26,0.9453965425491333,0.803921568627451
0,87,Medical Imaging Physics And Reconstruction,17,0.945415735244751,0.8067226890756303
0,354,"Race, Gender, Identity In Literature",62,0.9454557299613953,0.8095238095238095
0,55,"Computer Graphics, Vision, Imaging",25,0.9455200433731079,0.8123249299719888
0,328,First And Fourteenth Amendment Doctrine,15,0.9460666179656982,0.8151260504201681
0,45,Secondary English And World Language Teaching Methods,14,0.9460707902908325,0.8179271708683473
0,43,Digital Humanities Computational Methods,12,0.9461463689804077,0.8207282913165266
0,218,Game Theory And Market Design,43,0.9462303519248962,0.8235294117647058
0,26,Directed Reading And Independent Study,16,0.9463750123977661,0.8263305322128851
0,131,Museum Studies And Decolonial Curation,19,0.9464278221130371,0.8291316526610645
0,292,International Relations Thesis and Capstone Research,13,0.9465372562408447,0.8319327731092437
0,77,Analytic Philosophy And Language,10,0.9467976093292236,0.834733893557423
0,34,"Advanced Mandarin Discussion, Business, And Academic Chinese",14,0.9469095468521118,0.8375350140056023
0,102,Normative Ethical Theory and Metaethics,37,0.9469908475875854,0.8403361344537815
0,249,Quantitative Finance And Investment Modeling,10,0.947522759437561,0.8431372549019608
0,127,Computational Social Science And Networks,11,0.9476091265678406,0.84593837535014
0,81,Mathematics Education Curriculum And Teacher Preparation,12,0.9476102590560913,0.8487394957983193
0,157,Structural Engineering Analysis and Seismic Design,32,0.9479951858520508,0.8515406162464986
0,193,AI Law Policy Governance,38,0.9483966827392578,0.8543417366946778
0,272,Global Modernism And Marginalized Artists,60,0.9484189748764038,0.8571428571428571
0,53,Composition Seminars Orchestration And Improvisation Collectives,11,0.9488614797592163,0.8599439775910365
0,98,Federal Indian and Tribal Law,10,0.9489786624908447,0.8627450980392157
0,278,Negotiation Strategy And Conflict Management,10,0.9492015242576599,0.865546218487395
0,336,"Legal Philosophy, Gender, Sexuality Law",18,0.9492238163948059,0.8683473389355743
0,262,"Printmaking, Artist Books, Weaving Studios",27,0.9498643279075623,0.8711484593837535
0,247,Screenwriting And Audio Narrative Workshops,14,0.949974775314331,0.8739495798319328
0,99,Laboratory Animal Science And Medicine,15,0.9500817656517029,0.876750700280112
0,93,Chemical Engineering Curriculum And Research,18,0.950204074382782,0.8795518207282913
0,143,Clinical Medical Genetics And Genetic Counseling,35,0.9504265785217285,0.8823529411764706
0,330,Short Story And Novel Workshops,10,0.9505603909492493,0.8851540616246498
0,42,Computer Music And Audio Technology,37,0.9506939649581909,0.8879551820728291
0,295,Contemporary Chinese Politics And Society,18,0.9508683681488037,0.8907563025210085
0,68,Tonal Theory Musicianship And Jazz Studies,16,0.9510374665260315,0.8935574229691877
0,263,Islamic Intellectual And Religious History,30,0.9510700702667236,0.896358543417367
0,273,Poetry Workshops and Lyric Studies,51,0.9510995149612427,0.8991596638655462
0,315,American Foreign Policymaking Intervention And Economic Statecraft,10,0.9513765573501587,0.9019607843137255
0,355,British Novel Genre And Theory,31,0.951547384262085,0.9047619047619048
0,48,Shakespeare And Early Modern Drama,19,0.9515489339828491,0.907563025210084
0,65,Studio Acting And Devised Performance,38,0.9515712857246399,0.9103641456582633
0,54,"Robotics Perception, Planning, Control",30,0.9516791105270386,0.9131652661064426
0,256,Journalism Reporting And News Media,26,0.952100396156311,0.9159663865546218
0,300,Human Rights Trafficking And Atrocity Accountability,13,0.9521188735961914,0.9187675070028011
0,270,"Institutions, Poverty, And Global Development",23,0.9521772265434265,0.9215686274509803
0,338,Foundational Feminist Studies Curriculum And Capstones,17,0.9523895978927612,0.9243697478991597
0,137,Dynamic Systems Modeling And Control,12,0.9531590342521667,0.927170868347339
0,171,Epidemiologic Study Design and Methods,10,0.9539350271224976,0.9299719887955182
0,49,Western Music History And Analysis,24,0.9541414380073547,0.9327731092436975
0,195,Buddhist Studies Texts And Traditions,28,0.9541721343994141,0.9355742296918768
0,69,"Keyboard Skills, Collaborative Piano, Repertoire Study",15,0.954184889793396,0.938375350140056
0,297,Archaeological Theory Methods And Heritage,55,0.954258382320404,0.9411764705882353
0,280,"Genocide, Humanitarian Intervention, Transitional Justice",17,0.9548107981681824,0.9439775910364145
0,213,Community Organizing And Leadership Facilitation,11,0.9553576707839966,0.9467787114845938
0,159,Semiconductor Device Physics And Nanofabrication,20,0.9554134607315063,0.9495798319327731
0,290,Ottoman Legacies And Modern Middle East,36,0.9561666250228882,0.9523809523809523
0,152,Applied Public Policy Capstone Practicums,31,0.95619797706604,0.9551820728291317
