layer,cluster,name,n,coassign_mean_seeds,coassign_min_seeds,coassign_mean_subsamples,coassign_min_subsamples,n_runs_subsamples
0,22,Private Applied Lessons For Music Majors,41,0.9658536585365853,0.9512195121951219,0.9488763516159153,0.7873015873015873,10
0,23,Multilevel Portuguese For Lusophone Contexts,11,0.9454545454545455,0.8181818181818182,0.8577777777777778,0.0,10
0,24,Chinese Language Proficiency Sequences,35,0.9218487394957983,0.33277310924369746,0.9569044205495819,0.77,10
0,25,Linguistics Research Training Seminars,13,0.8435897435897435,0.46153846153846156,0.8632400932400932,0.6545454545454545,10
0,26,Directed Reading And Independent Study,16,0.9133333333333333,0.7583333333333333,0.8694139194139193,0.7051282051282052,10
0,27,Igbo Twi Tigrinya Continuation Courses,13,0.7128205128205128,0.19230769230769232,0.8272144522144522,0.22727272727272727,10
0,28,Communicative Swahili Zulu Amharic Sequences,33,0.7179924242424243,0.14393939393939395,0.8491189033720399,0.3862433862433862,10
0,29,Sustainable Food Systems And Agroecology,41,0.9337804878048781,0.7682926829268293,0.7779439372136324,0.5505376344086022,10
0,30,Industry Research Lab Practical Training,12,0.7484848484848484,0.5454545454545454,0.6024963924963924,0.24444444444444444,10
0,31,Faculty-Sponsored CPT Employment Reporting,23,0.9505928853754941,0.7509881422924901,0.9320467836257309,0.531578947368421,10
0,32,Public Speaking and Presentation Skills,13,0.9423076923076923,0.5769230769230769,0.8509090909090908,0.0,10
0,33,Putonghua And Southern Min Foundational Skills,24,0.49855072463768124,0.2391304347826087,0.6503569529885319,0.2894736842105263,10
0,34,"Advanced Mandarin Discussion, Business, And Academic Chinese",14,0.8527472527472527,0.4945054945054945,0.6324630924630925,0.06666666666666667,10
0,35,Dance Technique And Choreography Courses,39,0.9133603238866396,0.23616734143049933,0.874519681064862,0.3225806451612903,10
0,36,Yiddish and Hebrew Language Study,19,1.0,1.0,0.9138736263736265,0.5604395604395604,10
0,37,Jewish Studies History Thought,35,0.9146218487394957,0.20336134453781513,0.9413500203500205,0.8433333333333334,10
0,38,English for Non-Native Speakers,13,0.9692307692307693,0.8461538461538461,0.876010101010101,0.75,10
0,39,Academic Writing And Thesis Support,10,0.8222222222222222,0.3333333333333333,0.43238095238095237,0.0,10
0,40,"Sociolinguistics, Phonetics, And Interaction",62,0.5565309360126917,0.13008989952406133,0.6356276374842946,0.15961945031712474,10
0,41,Syntactic Theory and Lexical Semantics,24,1.0,1.0,0.9882352941176471,0.8823529411764706,10
0,42,Computer Music And Audio Technology,37,0.9839339339339339,0.8933933933933934,0.9462433862433862,0.6693121693121693,10
0,43,Digital Humanities Computational Methods,12,0.9833333333333334,0.8333333333333334,0.6934920634920634,0.0,10
0,44,"Literacy Development, Research, And Instruction",10,0.86,0.0,0.9714285714285715,0.7142857142857143,10
0,45,Secondary English And World Language Teaching Methods,14,1.0,1.0,0.9654545454545455,0.6545454545454545,10
0,46,Auditioned Choral Orchestral And Wind Ensembles,35,0.8569747899159663,0.6823529411764706,0.8642367791644766,0.7301587301587301,10
0,47,Audition-Based Instrument Class And Lesson Signups,30,0.6402298850574712,0.4574712643678161,0.6096067629965681,0.38095238095238093,10
0,48,Shakespeare And Early Modern Drama,19,0.9596491228070176,0.7017543859649122,0.9557142857142858,0.8333333333333334,10
0,49,Western Music History And Analysis,24,0.7192028985507247,0.4963768115942029,0.6103846679785567,0.45614035087719296,10
0,50,"Ethnomusicology, Popular Music And Society",54,0.8356394129979036,0.1509433962264151,0.6702302274106391,0.11884057971014493,10
0,51,Spanish Service-Learning and Madrid Study Abroad,16,0.7308333333333333,0.3,0.7746470196470197,0.3956043956043956,10
0,52,Multitrack Spanish For Heritage Learners,31,0.781505376344086,0.17419354838709677,0.904018426018426,0.6753246753246753,10
0,53,Composition Seminars Orchestration And Improvisation Collectives,11,0.7618181818181818,0.0,0.27999999999999997,0.0,10
0,54,"Robotics Perception, Planning, Control",30,0.9602298850574712,0.8689655172413793,0.8511489667531645,0.7,10
0,55,"Computer Graphics, Vision, Imaging",25,0.8096666666666668,0.6333333333333333,0.6777536309579654,0.18947368421052632,10
0,56,Faculty-Sponsored Undergraduate Directed Research Credit,14,0.4703296703296703,0.3956043956043956,0.37093240093240093,0.0,10
0,57,Physical Education Swimming and Horsemanship,13,0.3641025641025641,0.0,0.4025641025641026,0.0,10
0,58,Outdoor Adventure Skills And Safety,18,0.8143790849673203,0.23529411764705882,0.8937087912087911,0.5897435897435898,10
0,59,Shipboard Oceanography and Estuarine Biogeochemistry,35,0.5912605042016806,0.3058823529411765,0.6653420908593323,0.3103448275862069,10
0,60,Marine Organismal Physiology and Conservation,22,0.5398268398268399,0.19480519480519481,0.6357151835093011,0.375,10
0,61,Faculty-Supervised Doctoral Dissertation Research,54,0.41621243885394826,0.06359189378057302,0.49853636435643783,0.12280701754385964,10
0,62,Dramatic Literature And Theatrical Genres,10,0.68,0.4666666666666667,0.6675396825396824,0.0,10
0,63,Sport Skill Instruction And Competitive Athletics,20,0.8942105263157896,0.7157894736842105,0.6827558715794009,0.0,10
0,64,Health Related Fitness Training And Injury Prevention,37,0.8542042042042042,0.21621621621621623,0.6359844934353212,0.20919540229885059,10
0,65,Studio Acting And Devised Performance,38,0.7044096728307256,0.1891891891891892,0.7809085612200184,0.6310160427807486,10
0,66,Theater History Dramaturgy And Playwriting,11,0.6690909090909091,0.38181818181818183,0.8147619047619047,0.6111111111111112,10
0,67,Jazz World And Vocal Ensembles,15,0.7190476190476189,0.14285714285714285,0.3023853923853924,0.0,10
0,68,Tonal Theory Musicianship And Jazz Studies,16,0.5208333333333333,0.175,0.5158558108558109,0.19230769230769232,10
0,69,"Keyboard Skills, Collaborative Piano, Repertoire Study",15,1.0,1.0,0.9487878787878788,0.6545454545454545,10
0,70,Comedy Theory and Satirical Resistance,11,0.9127272727272727,0.6545454545454545,0.4138888888888889,0.0,10
0,71,Student Wellbeing and Peer Health Education,28,0.3018518518518518,0.20634920634920634,0.12753959998811257,0.0,10
0,72,Mathematical Logic and Philosophy,16,0.5216666666666667,0.4583333333333333,0.4685914085914086,0.0,10
0,73,Faculty-Supervised Independent Study Courses,30,0.5006896551724138,0.25287356321839083,0.6418421514073688,0.14153846153846153,10
0,74,Departmental Honors Thesis Capstone Tutorials,16,0.6908333333333333,0.375,0.6690834165834166,0.358974358974359,10
0,75,AI Strategy For Business,25,0.9066666666666666,0.77,0.8095618725959284,0.5947712418300654,10
0,76,Social Science Research Methods,34,0.5957219251336898,0.35294117647058826,0.3928589636805529,0.19927536231884058,10
0,77,Analytic Philosophy And Language,10,0.36444444444444446,0.0,0.20865079365079367,0.0,10
0,78,Education Data Science and Statistics,23,0.6743083003952568,0.34782608695652173,0.5556908260148938,0.0392156862745098,10
0,79,Disability Studies In Education,11,0.8563636363636364,0.6545454545454545,0.6781746031746032,0.0,10
0,80,Moral Philosophy For Personal And Civic Life,16,0.7716666666666667,0.3,0.668543401043401,0.08333333333333333,10
0,81,Mathematics Education Curriculum And Teacher Preparation,12,0.7757575757575758,0.6818181818181818,0.43404040404040406,0.0,10
0,82,ROTC Military Leadership Training,16,0.9625,0.875,0.8527972027972026,0.0,10
0,83,Higher Education Diversity Admissions Debates,19,0.9374269005847953,0.7953216374269005,0.9596638655462186,0.8571428571428571,10
0,84,Academic Career And Graduate Success,27,0.7370370370370369,0.28774928774928776,0.48319212391981275,0.06926406926406926,10
0,85,Economics And Finance Of Education,12,0.46515151515151515,0.0,0.34141414141414145,0.0,10
0,86,Diagnostic Radiology And Radiation Oncology,21,0.8114285714285714,0.4142857142857143,0.352765369305617,0.0,10
0,87,Medical Imaging Physics And Reconstruction,17,0.8617647058823529,0.6691176470588235,0.9325641025641026,0.8,10
0,88,Graduate Econometrics Theory And Methods,19,0.9690058479532164,0.7953216374269005,0.9714285714285715,0.8571428571428571,10
0,89,Causal Inference and Quasi-Experimental Methods,18,0.42745098039215684,0.24183006535947713,0.48961704961704966,0.37142857142857144,10
0,90,"Turbulence, Flow Instability, Advanced Fluid Mechanics",10,0.2688888888888889,0.0,0.5058730158730158,0.0,10
0,91,"Blockchain, Cryptocurrency, and DeFi",15,0.9742857142857144,0.7428571428571429,0.8634920634920634,0.0,10
0,92,Clinical Neurosciences Clerkships,27,0.5763532763532765,0.48717948717948717,0.5869591910684251,0.2619047619047619,10
0,93,Chemical Engineering Curriculum And Research,18,0.5947712418300652,0.5947712418300654,0.5457236227824463,0.01282051282051282,10
0,94,Graduate Topology And Differential Geometry,25,0.9469999999999998,0.71,0.8947531819745441,0.6862745098039216,10
0,95,"Abstract Algebra, Number Theory",24,0.9753623188405797,0.8369565217391305,0.9665978672170624,0.8823529411764706,10
0,96,Numerical Methods and Scientific Computing,21,0.6833333333333333,0.3142857142857143,0.764723894956093,0.5098039215686274,10
0,97,"Photonics, Lasers, and Optical Devices",14,0.9428571428571428,0.8571428571428571,0.8482517482517483,0.0,10
0,98,Federal Indian and Tribal Law,10,1.0,1.0,0.8,0.0,10
0,99,Laboratory Animal Science And Medicine,15,1.0,1.0,1.0,1.0,10
0,100,ACE Supplemental Engineering Calculus Sections,13,0.43076923076923085,0.038461538461538464,0.3632828282828283,0.0,10
0,101,Full-Stack Web And Mobile Development,11,0.7927272727272727,0.0,0.31333333333333335,0.0,10
0,102,Normative Ethical Theory and Metaethics,37,0.496996996996997,0.25675675675675674,0.5280000519502743,0.25057471264367814,10
0,103,Mathematics Department Independent Study Requirements,17,0.8757352941176471,0.6691176470588235,0.7645920745920746,0.38181818181818183,10
0,104,Proof-Based Analysis And PDE Theory,24,0.5148550724637682,0.3007246376811594,0.7353357255807114,0.329004329004329,10
0,105,Synaptic Physiology And Neural Circuit Foundations,27,0.8581196581196581,0.38746438746438744,0.7150930812655136,0.4619883040935672,10
0,106,Clinical Neuroscience Of Stress Sleep Psychopathology,12,0.5484848484848485,0.15151515151515152,0.27025974025974026,0.0,10
0,107,Materials Science Curriculum And Mentorship,10,1.0,1.0,0.85,0.0,10
0,108,"Curriculum Design, Teaching Practicum, Directed Education Research",17,0.3294117647058824,0.0,0.240989010989011,0.038461538461538464,10
0,109,Teacher Preparation Seminars And Practicum,20,0.48842105263157887,0.2894736842105263,0.52453228659885,0.3956043956043956,10
0,110,Ancient and Comparative Philosophy,13,0.3038461538461539,0.038461538461538464,0.3487801087801088,0.03636363636363636,10
0,111,"Astrophysics, Cosmology, And Observational Astronomy",14,0.9296703296703297,0.7252747252747253,0.5626923076923077,0.0,10
0,112,Aeronautics And Astronautics Engineering,52,0.35814479638009045,0.19004524886877827,0.5037137808596253,0.20609756097560974,10
0,113,Fluid Mechanics And Heat Transfer,19,0.6403508771929823,0.0,0.606216136804372,0.10476190476190476,10
0,114,"Culture, Identity, and Mental Health",19,0.3274853801169591,0.0,0.309019069166128,0.025,10
0,115,Clinical Psychiatry Clerkships And Electives,17,0.9433823529411764,0.6691176470588235,0.8336996336996337,0.4857142857142857,10
0,116,Hydrology And Environmental Fluid Mechanics,14,0.8736263736263737,0.7252747252747253,0.8734920634920634,0.6222222222222222,10
0,117,Water and Wastewater Treatment Engineering,12,0.8212121212121213,0.5454545454545454,0.5683333333333332,0.0,10
0,118,Electrical Engineering Independent Study Requirements,38,0.4174964438122332,0.3541963015647226,0.38477121284351534,0.2860215053763441,10
0,119,"Social Theory, Equity, Schooling Institutions",22,0.3151515151515151,0.06493506493506493,0.5944238046095631,0.09523809523809523,10
0,120,Education Policy And Comparative Research,23,0.45691699604743086,0.21739130434782608,0.4212487478122153,0.05847953216374269,10
0,121,Cognitive Science of Memory,14,0.7395604395604396,0.4945054945054945,0.6562637362637362,0.0,10
0,122,Computational and Cognitive Neuroscience Methods,36,0.5555555555555556,0.40634920634920635,0.5393294838066807,0.19458128078817735,10
0,123,Cancer Biology,20,0.9315789473684211,0.8052631578947368,0.8025490196078431,0.5808823529411765,10
0,124,Atmospheric And Climate Dynamics,17,0.9073529411764707,0.40441176470588236,0.8761630036630036,0.7428571428571429,10
0,125,Coastal Physical Oceanography And Environmental Fluid Mechanics,19,0.6614035087719298,0.3216374269005848,0.516145227321698,0.14285714285714285,10
0,126,Earth Systems Capstone And Research,15,0.881904761904762,0.7428571428571429,0.8541414141414141,0.509090909090909,10
0,127,Computational Social Science And Networks,11,0.7472727272727273,0.0,0.5372222222222222,0.0,10
0,128,"Scientific Realism, Grounding, Physicalist Metaphysics",34,0.43493761140819964,0.09803921568627451,0.4537873766318656,0.07661290322580645,10
0,129,Social Epistemology and Embodied Phenomenology,11,0.3036363636363636,0.03636363636363636,0.23072150072150072,0.0,10
0,130,Quantum Condensed Matter Physics,12,0.9833333333333334,0.8333333333333334,0.6250505050505051,0.0,10
0,131,Museum Studies And Decolonial Curation,19,0.9111111111111112,0.5321637426900585,0.7085784313725491,0.0,10
0,132,"Child Development, Risk, Resilience",11,0.3472727272727273,0.0,0.7387085137085138,0.35714285714285715,10
0,133,Earth and Planetary Sciences Research,15,0.5790476190476191,0.0,0.661884781884782,0.0,10
0,134,Mechanical Design And Product Realization,41,0.7146341463414634,0.10975609756097561,0.7669974493700201,0.5172413793103449,10
0,135,Faculty-Supervised Engineering Research And Thesis,45,0.471010101010101,0.22121212121212122,0.4671876583796088,0.24487179487179486,10
0,136,Perioperative Anesthesiology Clerkships And Subinternships,11,1.0,1.0,0.6,0.0,10
0,137,Dynamic Systems Modeling And Control,12,0.6060606060606061,0.0,0.6097979797979798,0.0,10
0,138,Undergraduate Physics Research And Laboratory,17,0.6860294117647059,0.40441176470588236,0.8382550782550782,0.5769230769230769,10
0,139,Plasma Physics And High-Temperature Gas Diagnostics,13,0.4807692307692307,0.0,0.5378282828282829,0.045454545454545456,10
0,140,"Bioethics, Genetics And Neurolaw",29,0.8918719211822659,0.8004926108374384,0.7539753000622567,0.37142857142857144,10
0,141,Integrated Sustainable Building Design Studios,26,0.3356923076923077,0.06153846153846154,0.3206334956678206,0.1286549707602339,10
0,142,Construction Engineering And Project Management,15,0.8504761904761905,0.5238095238095238,0.9589010989010991,0.7428571428571429,10
0,143,Clinical Medical Genetics And Genetic Counseling,35,0.6892436974789915,0.5058823529411764,0.7152349141757058,0.5885057471264368,10
0,144,Health Care Management And Innovation,14,0.5912087912087912,0.0,0.4391858141858142,0.0,10
0,145,Urology and Nephrology Clinical Clerkships,10,0.74,0.0,0.5349999999999999,0.0,10
0,146,"Quantum Theory, Spectroscopy, Bonding In Solids",20,0.46578947368421053,0.0,0.6205559146735617,0.06593406593406594,10
0,147,"Organic Synthesis, Mechanism, Laboratory Training",30,0.9013793103448275,0.27816091954022987,0.9380662768031189,0.56,10
0,148,Quantum Computing And Information,12,0.9666666666666668,0.8333333333333334,0.8651515151515152,0.0,10
0,149,Modern Physics And Quantum Mechanics,40,0.20974358974358975,0.07435897435897436,0.437489762767277,0.023655913978494623,10
0,150,Community-Partnered Data Science Capstone Teams,13,0.5794871794871794,0.46153846153846156,0.7827272727272726,0.4666666666666667,10
0,151,Reproducible Research Computing And Data Tooling,25,0.8036666666666668,0.33,0.8436300309597524,0.41578947368421054,10
0,152,Applied Public Policy Capstone Practicums,31,0.5744086021505377,0.40860215053763443,0.7126584588304781,0.48,10
0,153,Integrated Organ System Pathophysiology,36,0.6341269841269841,0.5666666666666667,0.5751659544159543,0.396011396011396,10
0,154,Biomedical Data Science Graduate Training,19,0.7438596491228069,0.38596491228070173,0.8387301587301588,0.7252747252747253,10
0,155,Studio Sequence Craft And Architectural Drawing,10,0.8733333333333334,0.3333333333333333,0.9361111111111111,0.6111111111111112,10
0,156,Modern Architecture Histories Theory And Placemaking,15,0.9104761904761904,0.6285714285714286,0.9818181818181818,0.8181818181818182,10
0,157,Structural Engineering Analysis and Seismic Design,32,0.8221774193548386,0.24798387096774194,0.9623690319342494,0.7936507936507936,10
0,158,Computational Solid Mechanics And Plasticity,14,0.6417582417582417,0.3076923076923077,0.8580808080808081,0.5833333333333334,10
0,159,Semiconductor Device Physics And Nanofabrication,20,0.8394736842105264,0.5578947368421052,0.8038031576266871,0.42857142857142855,10
0,160,"Analog, RF, and Digital Circuits",36,0.8595238095238095,0.3396825396825397,0.6481698364256762,0.15669515669515668,10
0,161,Human-Centered Design Studio Curriculum,53,0.9118287373004353,0.818577648766328,0.8904926335703299,0.7632850241545893,10
0,162,Planetary Geophysics And Remote Sensing,21,0.49714285714285705,0.004761904761904762,0.604922232050715,0.075,10
0,163,"Structural Geology, Tectonics, Geophysics",35,0.8231932773109243,0.4235294117647059,0.95,0.5714285714285714,10
0,164,Statistical Mechanics And Disordered Systems,14,0.8901098901098902,0.3956043956043956,0.6523076923076923,0.045454545454545456,10
0,165,"Materials Structure, Characterization, and Thermodynamics",18,0.9509803921568627,0.5098039215686274,0.6572560772560772,0.15151515151515152,10
0,166,Emerging Viral Diseases And Biosecurity,14,0.7098901098901098,0.3956043956043956,0.5466000666000667,0.045454545454545456,10
0,167,History of Epidemics and Society,10,0.5177777777777778,0.0,0.47738095238095246,0.0,10
0,168,Mathematical Population Biology And Evolution,18,0.718954248366013,0.29411764705882354,0.439035964035964,0.19230769230769232,10
0,169,"Evolutionary Biology, Biodiversity, and Paleobiology",34,0.6896613190730838,0.1622103386809269,0.6812756375170168,0.30666666666666664,10
0,170,Biostatistics for Clinical Research,24,0.8626811594202899,0.6884057971014492,0.7780242942472044,0.45098039215686275,10
0,171,Epidemiologic Study Design and Methods,10,0.8222222222222223,0.6222222222222222,0.7595238095238095,0.3333333333333333,10
0,172,Biodesign Health Technology Innovation,16,0.8074999999999999,0.65,0.8728937728937728,0.6818181818181818,10
0,173,Internet Speech Governance And Content Moderation,37,0.5421921921921922,0.1816816816816817,0.3728048830538916,0.13846153846153847,10
0,174,Stochastic Processes And Applied Probability,26,0.6707692307692308,0.28923076923076924,0.7499968246781411,0.5714285714285714,10
0,175,Statistical Theory and Applied Inference,51,0.4945882352941176,0.11843137254901961,0.5980376166979771,0.16611295681063123,10
0,176,Health Policy And Economics,35,0.48991596638655455,0.3563025210084034,0.5630837909258377,0.4523809523809524,10
0,177,Statistical Machine Learning Methods,18,0.5326797385620915,0.0,0.4514835164835165,0.038461538461538464,10
0,178,Bioengineering Biomaterials And Tissue Engineering,23,0.9015810276679842,0.4505928853754941,0.7753525971792227,0.23684210526315788,10
0,179,Immunology and Biomedical Engineering Technologies,25,0.48200000000000004,0.3233333333333333,0.4136473536783134,0.24183006535947713,10
0,180,Social and Cultural Psychology Interventions,25,0.7246666666666666,0.4533333333333333,0.9394338788146838,0.7843137254901961,10
0,181,Psychology Curriculum and Research Methods,11,0.8963636363636363,0.509090909090909,0.8523809523809524,0.14285714285714285,10
0,182,Independent Biology Research and Mentorship,48,0.81427304964539,0.5301418439716312,0.6519712881322788,0.46558704453441296,10
0,183,"Christian Theology, Scripture, Political Theology",30,0.545287356321839,0.15402298850574714,0.2496418582688605,0.0,10
0,184,Obstetrics And Gynecology Clinical Clerkships,10,0.7755555555555556,0.0,0.27976190476190477,0.0,10
0,185,"Environmental, Climate and Natural Resources Law",29,0.7928571428571429,0.6231527093596059,0.7689100914341189,0.5,10
0,186,"Microbiology, Microbial Genomics And Microbiomes",30,0.546206896551724,0.22298850574712645,0.31897882269759487,0.11067193675889328,10
0,187,Indigenous Environmental Knowledge And Sovereignty,10,0.19555555555555554,0.0,0.33515873015873016,0.0,10
0,188,Physician Assistant Studies Clinical Clerkships,18,0.7745098039215687,0.5490196078431373,0.8274050459344577,0.4583333333333333,10
0,189,Learning Sciences And Technology Design,31,0.6098924731182795,0.5419354838709678,0.7087966156227026,0.41846153846153844,10
0,190,Artificial Intelligence In Healthcare,22,0.8917748917748917,0.8225108225108225,0.9079867561059511,0.6583333333333333,10
0,191,Drug Development and Digital Health,10,0.5088888888888887,0.3333333333333333,0.47055555555555556,0.25,10
0,192,Community-Engaged Research And Public Service,18,0.16143790849673204,0.0,0.18610913596207715,0.0,10
0,193,AI Law Policy Governance,38,0.2970128022759602,0.04836415362731152,0.4004981401507607,0.08505747126436781,10
0,194,Theories of Religion and Religious Studies,69,0.3423699914748508,0.061381074168797956,0.49274743675123656,0.13430127041742287,10
0,195,Buddhist Studies Texts And Traditions,28,0.9023809523809524,0.8015873015873016,0.9397234055037258,0.8947368421052632,10
0,196,Human-Centered AI Interaction Design,34,0.19607843137254902,0.11764705882352941,0.2600402320207417,0.11076923076923077,10
0,197,AI Ethics and Society,26,0.7941538461538462,0.4707692307692308,0.8022447670559799,0.4105263157894737,10
0,198,Medical Humanities and Healing Arts,16,0.5683333333333332,0.0,0.5877289377289376,0.10989010989010989,10
0,199,Stem Cell Biology Regenerative Medicine,10,0.86,0.0,0.3464285714285714,0.0,10
0,200,General And Subspecialty Surgery Rotations,21,0.48999999999999994,0.13333333333333333,0.6666742081447963,0.3333333333333333,10
0,201,Clinical And Surgical Human Anatomy,25,0.77,0.51,0.6091740108428088,0.1437908496732026,10
0,202,Environmental and Climate Economics Policy,20,0.4705263157894737,0.23684210526315788,0.5626260504201681,0.009523809523809525,10
0,203,Convex And Combinatorial Optimization Algorithms,13,0.8358974358974359,0.7051282051282052,0.7417676767676767,0.4166666666666667,10
0,204,"Algorithm Design, Data Structures, Information Theory",13,0.3717948717948718,0.0,0.34914862914862915,0.022222222222222223,10
0,205,Computational Genomics And Molecular Biology,15,0.23714285714285716,0.05714285714285714,0.15383949383949386,0.0,10
0,206,Equitable Electrification Law And Policy Practicums,11,0.3690909090909091,0.0,0.5086219336219336,0.0,10
0,207,Social Entrepreneurship And Strategic Philanthropy,25,0.8210000000000001,0.42333333333333334,0.7584423067472603,0.3473684210526316,10
0,208,"Computer Systems, Networks, Parallel Architecture",48,0.4547872340425532,0.20212765957446807,0.48025892859049996,0.1417004048582996,10
0,209,Environmental Social Sciences Research Training,26,0.5603076923076924,0.28,0.5851025513873811,0.5105263157894737,10
0,210,Natural Language Processing,11,0.45636363636363636,0.0,0.624098124098124,0.14285714285714285,10
0,211,Sustainable Energy Transitions And Equity,13,0.764102564102564,0.5769230769230769,0.7646464646464646,0.3333333333333333,10
0,212,Carbon Markets And Climate Tech Economics,24,0.3760869565217392,0.17391304347826086,0.42240618256872126,0.12280701754385964,10
0,213,Community Organizing And Leadership Facilitation,11,0.5454545454545454,0.0,0.5973737373737373,0.0,10
0,214,Cognitive Science and AI,17,0.3,0.0,0.4993559218559218,0.022222222222222223,10
0,215,Artificial Intelligence And Deep Learning,41,0.2747560975609756,0.0475609756097561,0.3897090354664129,0.18850574712643678,10
0,216,Global Health In Resource-Poor Settings,37,0.5493993993993994,0.22522522522522523,0.443857378878441,0.16,10
0,217,Structural Racism And Health Disparities,10,0.44222222222222224,0.2222222222222222,0.5022222222222222,0.10714285714285714,10
0,218,Game Theory And Market Design,43,0.36234772978959023,0.23255813953488372,0.6857418528359667,0.3096774193548387,10
0,219,Sociology Research Training Seminars,19,0.8760233918128655,0.7953216374269005,0.9260130718954249,0.7777777777777778,10
0,220,Sustainability Leadership And Systems Transformation,27,0.35498575498575496,0.10541310541310542,0.5022565903831888,0.11029411764705882,10
0,221,Media Psychology And Communication Research,35,0.33277310924369746,0.08067226890756303,0.18183227372882543,0.007389162561576354,10
0,222,Housing Policy And Urban Law,13,0.817948717948718,0.358974358974359,0.785151515151515,0.0,10
0,223,Practical Software Tools And Design,10,0.6977777777777777,0.28888888888888886,0.45388888888888895,0.0,10
0,224,Inpatient Medicine And Pediatrics Clerkships,39,0.24561403508771926,0.1241565452091768,0.45732644103420467,0.10344827586206896,10
0,225,Primary Care Clinical Clerkships,31,0.410752688172043,0.2709677419354839,0.4802934119021075,0.22,10
0,226,Applied Leadership Practice And Self-Development,51,0.7711372549019607,0.06352941176470588,0.7938467157724105,0.41818181818181815,10
0,227,Scholarly Organization Theory And Analysis,25,0.7203333333333334,0.52,0.5637809318304674,0.33088235294117646,10
0,228,Scenic Lighting And Properties Design,16,0.7983333333333335,0.65,0.6562504162504162,0.0,10
0,229,Environmental Storytelling And Media Communication,20,0.45210526315789473,0.24210526315789474,0.40843262946204123,0.06593406593406594,10
0,230,Computer Science Independent Research Credit,14,0.9296703296703297,0.7252747252747253,0.774998334998335,0.5384615384615384,10
0,231,Introductory Computer Science Supplemental Labs,15,0.8171428571428573,0.45714285714285713,0.7187201687201686,0.36363636363636365,10
0,232,Corporate Law and Governance,34,0.6114081996434938,0.14616755793226383,0.6114683422524501,0.31746031746031744,10
0,233,Molecular Bioengineering And Protein Design,14,0.4076923076923077,0.10989010989010989,0.3643434343434343,0.0,10
0,234,Public Economics And Fiscal Policy,25,0.6543333333333333,0.38333333333333336,0.5993924019923481,0.23684210526315788,10
0,235,"Taxation, Estate Planning, Business Policy",12,0.6818181818181818,0.6818181818181818,0.5952020202020202,0.2222222222222222,10
0,236,East Asian Art and Nature,27,0.5740740740740741,0.18803418803418803,0.1927989138932738,0.0196078431372549,10
0,237,Frontline Environmental Justice Community Praxis,10,0.6711111111111111,0.0,0.8892857142857142,0.7142857142857143,10
0,238,Biomolecular Chemistry And Structural Characterization Methods,30,0.7406896551724138,0.335632183908046,0.7892974899496639,0.35064935064935066,10
0,239,Quantitative Cell Dynamics And Signaling Networks,24,0.36594202898550726,0.07246376811594203,0.5189279013040624,0.15714285714285714,10
